0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,1.0
2,6.0,0.0,0.0,1.0
3,4.0,3.0,0.0,1.0
4,6.0,4.0,0.0,1.0
5,4.0,1.0,0.0,1.0
6,5.0,2.0,0.0,1.0
7,5.0,1.0,0.0,1.0
8,5.0,2.0,0.0,1.0
9,2.0,0.0,0.0,1.0
10,3.0,3.0,0.0,1.0
11,5.0,0.0,0.0,1.0
12,5.0,0.0,0.0,1.0
13,3.0,1.0,0.0,1.0
14,0.0,0.0,0.0,1.0
15,0.0,3.0,0.0,1.0
16,0.0,2.0,0.0,1.0
17,1.0,2.0,0.0,1.0
18,0.0,5.0,0.0,1.0
19,1.0,0.0,0.0,1.0
20,0.0,1.0,0.0,1.0
21,0.0,0.0,0.0,1.0
22,0.0,2.0,0.0,1.0
23,0.0,5.0,0.0,1.0
24,3.0,3.0,0.0,1.0
25,2.0,1.0,0.0,1.0
26,4.0,1.0,0.0,1.0
27,0.0,0.0,0.0,1.0
28,0.0,0.0,0.0,1.0
29,1.0,0.0,0.0,1.0
30,0.0,0.0,0.0,1.0
31,0.0,2.0,0.0,1.0
32,0.0,0.0,0.0,1.0
33,1.0,1.0,0.0,1.0
34,0.0,0.0,0.0,1.0
35,2.0,0.0,0.0,1.0
36,0.0,0.0,0.0,1.0
37,2.0,0.0,0.0,1.0
38,3.0,0.0,0.0,1.0
39,0.0,0.0,0.0,1.0
40,0.0,0.0,0.0,1.0
41,1.0,0.0,0.0,1.0
42,2.0,0.0,0.0,1.0
43,0.0,0.0,0.0,1.0
44,0.0,0.0,0.0,1.0
45,3.0,0.0,0.0,1.0
46,5.0,0.0,0.0,1.0
47,2.0,0.0,0.0,1.0
48,0.0,2.0,0.0,1.0
49,4.0,0.0,0.0,1.0
50,1.0,1.0,0.0,1.0
51,3.0,0.0,0.0,1.0
52,2.0,0.0,0.0,1.0
53,5.0,0.0,0.0,1.0
54,0.0,0.0,0.0,1.0
55,2.0,3.0,0.0,1.0
56,0.0,8.0,0.0,1.0
57,0.0,4.0,0.0,1.0
58,2.0,2.0,0.0,1.0
59,0.0,3.0,0.0,1.0
60,2.0,7.0,0.285714244897965,1.0
61,0.0,4.0,0.0,1.0
62,2.0,2.0,0.0,1.0
63,0.0,3.0,0.0,1.0
64,0.0,2.0,0.0,1.0
65,0.0,6.0,0.0,1.0
66,1.0,4.0,0.0,1.0
67,0.0,4.0,0.0,1.0
68,0.0,1.0,0.0,1.0
69,1.0,4.0,0.0,1.0
70,2.0,4.0,0.0,1.0
71,0.0,3.0,0.0,1.0
72,0.0,3.0,0.0,1.0
73,0.0,5.0,0.0,1.0
