200,427.0,134.0,3.1865671403987528
201,673.0,188.0,3.579787215001132
202,834.0,215.0,3.8790697493996755
203,919.0,226.0,4.066371663423134
204,953.0,226.0,4.2168141406335655
205,965.0,230.0,4.195652155671078
206,997.0,232.0,4.297413774580113
207,1016.0,235.0,4.323404236921684
208,1005.0,234.0,4.294871776517642
209,986.0,229.0,4.305676837093114
210,1038.0,236.0,4.398305066108877
211,1097.0,250.0,4.387999982448
212,1134.0,259.0,4.378378361473443
213,1108.0,201.0,5.51243778352021
214,1117.0,245.0,4.559183654860475
215,1161.0,258.0,4.49999998255814
216,1187.0,269.0,4.4126393888005975
217,1211.0,274.0,4.419708013066759
218,1206.0,269.0,4.483271358798247
219,1187.0,268.0,4.429104461085431
220,1215.0,278.0,4.370503581401066
221,1247.0,281.0,4.4377224041362195
513,493.0,128.0,3.8515624699096684
514,595.0,152.0,3.91447365845741
515,682.0,175.0,3.8971428348734696
516,747.0,188.0,3.97340423418402
517,770.0,186.0,4.139784923979651
518,737.0,175.0,4.2114285473632656
519,699.0,170.0,4.111764681695502
520,778.0,190.0,4.094736820554017
521,857.0,204.0,4.200980371563822
522,948.0,224.0,4.232142838249362
523,972.0,225.0,4.3199999808000005
524,918.0,212.0,4.330188658819865
525,853.0,201.0,4.243781073414024
526,917.0,217.0,4.225806432139141
527,777.0,186.0,4.177419332379466
528,798.0,192.0,4.156249978352864
529,963.0,221.0,4.3574660436313755
530,972.0,220.0,4.418181798099174
531,931.0,212.0,4.391509413247597
532,880.0,205.0,4.292682905889352
533,985.0,223.0,4.4170403389370385
534,1040.0,234.0,4.444444425451092
535,997.0,190.0,5.247368393434903
536,930.0,145.0,6.41379305921522
537,866.0,140.0,6.185714241530612
538,789.0,136.0,5.8014705455774225
539,686.0,135.0,5.081481443840878
540,548.0,110.0,4.9818181365289265
541,409.0,80.0,5.112499936093751
542,293.0,57.0,5.14035078701139
543,212.0,40.0,5.299999867500004
556,270.0,67.0,4.029850686121632
557,462.0,112.0,4.1249999631696435
558,555.0,137.0,4.051094860940913
559,555.0,132.0,4.204545422692838
560,493.0,119.0,4.142857108043217
561,358.0,93.0,3.84946232419933
562,203.0,53.0,3.8301886069775737
563,154.0,27.0,5.703703492455426
564,344.0,85.0,4.047058775916955
565,447.0,110.0,4.0636363266942155
566,511.0,127.0,4.023622015562031
567,499.0,118.0,4.228813523484631
568,440.0,101.0,4.356435600431331
569,357.0,84.0,4.249999949404763
570,336.0,91.0,3.6923076517328832
571,389.0,110.0,3.5363636042148765
572,434.0,114.0,3.8070175104647586
573,467.0,123.0,3.7967479366118053
574,466.0,122.0,3.8196720998387534
575,445.0,114.0,3.90350873768852
576,403.0,108.0,3.7314814469307276
577,449.0,119.0,3.773109211990679
578,501.0,126.0,3.976190444633409
579,509.0,131.0,3.885496153545831
580,469.0,119.0,3.941176437469106
581,378.0,99.0,3.8181817796143256
582,269.0,67.0,4.01492531321007
583,361.0,99.0,3.646464609631671
584,430.0,107.0,4.018691551227182
585,451.0,112.0,4.026785678332271
586,448.0,110.0,4.07272723570248
587,408.0,103.0,3.9611650100857765
588,245.0,66.0,3.7121211558769525
589,224.0,65.0,3.4461537931360957
590,301.0,83.0,3.6265059804035427
591,341.0,95.0,3.5894736464265935
592,376.0,102.0,3.6862744736639756
593,380.0,103.0,3.6893203525308707
594,320.0,83.0,3.8554216402961248
595,230.0,67.0,3.432835769659168
596,314.0,92.0,3.4130434411625714
597,358.0,101.0,3.5445544203509463
598,346.0,94.0,3.6808510246717976
599,301.0,85.0,3.5411764289273364
600,289.0,84.0,3.4404761495181413
601,337.0,93.0,3.623655875014453
602,371.0,101.0,3.6732672903636905
603,382.0,105.0,3.6380952034467122
604,348.0,93.0,3.7419354436351027
605,275.0,77.0,3.571428525046383
606,134.0,43.0,3.1162789972958373
607,253.0,78.0,3.24358970200526
608,306.0,87.0,3.5172413388822834
609,341.0,94.0,3.6276595358759627
610,335.0,94.0,3.56382974932096
611,265.0,72.0,3.6805555044367293
612,144.0,40.0,3.5999999100000024
630,168.0,55.0,3.0545453990082656
631,163.0,50.0,3.2599999348000015
632,78.0,25.0,3.119999875200005
633,74.0,28.0,2.642857048469391
634,232.0,67.0,3.462686515482291
635,256.0,75.0,3.413333287822223
636,182.0,52.0,3.499999932692309
637,81.0,23.0,3.5217389773156964
916,73.0,23.0,3.1739129054820476
917,341.0,83.0,4.108433685440558
918,469.0,102.0,4.598039170607459
919,549.0,114.0,4.815789431440444
920,349.0,68.0,5.132352865700693
921,69.0,14.0,4.928571076530638
922,173.0,45.0,3.8444443590123476
923,188.0,52.0,3.6153845458579896
924,294.0,75.0,3.9199999477333343
925,363.0,77.0,4.714285653061226
926,309.0,70.0,4.414285651224491
927,183.0,35.0,5.2285712791836785
928,301.0,74.0,4.067567512600439
929,448.0,98.0,4.571428524781342
930,550.0,119.0,4.6218487006567335
931,596.0,119.0,5.008403319257115
932,627.0,126.0,4.976190436696902
933,602.0,114.0,5.28070170806402
934,564.0,108.0,5.222222173868313
935,551.0,121.0,4.553718970630422
936,642.0,129.0,4.9767441474671
937,719.0,152.0,4.7302631267745845
938,717.0,145.0,4.944827552104638
939,680.0,128.0,5.312499958496094
940,645.0,119.0,5.4201680216792605
941,649.0,127.0,5.110236180234361
942,687.0,130.0,5.284615343964497
943,699.0,138.0,5.065217354599874
944,722.0,147.0,4.911564592438336
945,726.0,144.0,5.041666631655093
946,707.0,137.0,5.160583903937344
947,681.0,129.0,5.2790697265188395
948,683.0,128.0,5.335937458312989
949,698.0,135.0,5.170370332071331
950,710.0,141.0,5.035460957195313
951,670.0,126.0,5.317460275258252
